transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
288,5/2/2022,9:59:00,27,Male,28,Clothing,4,30,12,120
323,1/21/2022,8:22:00,97,Female,29,Beauty,3,300,150,900
618,10/13/2022,10:22:00,5,Female,27,Beauty,1,50,26,50
720,4/8/2022,8:50:00,116,Female,56,Beauty,3,500,235,1500
1288,4/5/2022,11:56:00,26,Male,28,Clothing,4,30,9,120
1323,8/15/2022,10:49:00,136,Female,29,Beauty,3,300,114,900
1618,9/15/2022,6:27:00,118,Female,27,Beauty,1,50,13.5,50
1720,10/10/2022,8:51:00,28,Female,56,Beauty,3,500,190,1500
415,1/5/2022,9:59:00,85,Male,53,Clothing,2,30,8.1,60
736,12/18/2022,8:30:00,97,Male,29,Clothing,4,25,9.75,100
929,3/11/2022,10:18:00,40,Female,23,Beauty,3,25,10.5,75
1415,3/6/2022,7:11:00,146,Male,53,Clothing,2,30,15.3,60
1736,8/28/2022,8:57:00,87,Male,29,Clothing,4,25,10.25,100
1929,9/15/2022,6:50:00,62,Female,23,Beauty,3,25,12.75,75
264,12/26/2022,11:03:00,111,Male,47,Clothing,3,300,150,900
913,10/12/2022,10:52:00,78,Male,29,Electronics,3,30,16.5,90
940,1/5/2022,8:11:00,46,Female,20,Electronics,1,30,9.6,30
1264,5/27/2022,9:23:00,82,Male,47,Clothing,3,300,123,900
1913,6/23/2022,7:10:00,101,Male,29,Electronics,3,30,14.1,90
1940,6/15/2022,9:47:00,56,Female,20,Electronics,1,30,11.1,30
101,1/8/2022,8:46:00,24,Male,32,Clothing,2,300,135,600
1101,5/17/2022,7:47:00,15,Male,32,Clothing,2,300,132,600
189,1/2/2022,9:44:00,143,Male,63,Beauty,1,50,14.5,50
317,5/4/2022,7:54:00,117,Male,22,Electronics,3,30,12,90
322,10/19/2022,6:11:00,13,Male,51,Electronics,1,500,125,500
329,10/27/2022,7:42:00,52,Female,46,Electronics,4,25,8,100
1189,12/7/2022,6:08:00,104,Male,63,Beauty,1,50,20.5,50
1317,8/25/2022,8:02:00,144,Male,22,Electronics,3,30,12,90
1322,11/14/2022,9:56:00,10,Male,51,Electronics,1,500,250,500
1329,1/27/2022,10:39:00,119,Female,46,Electronics,4,25,9.25,100
235,3/10/2022,10:13:00,132,Female,23,Electronics,2,500,275,1000
300,1/8/2022,9:41:00,138,Female,19,Electronics,4,50,26.5,200
964,8/26/2022,8:18:00,15,Male,24,Clothing,3,300,156,900
1235,4/4/2022,6:44:00,87,Female,23,Electronics,2,500,220,1000
1300,8/8/2022,8:57:00,7,Female,19,Electronics,4,50,24,200
1964,8/2/2022,8:27:00,115,Male,24,Clothing,3,300,111,900
269,9/19/2022,11:31:00,87,Male,25,Clothing,4,500,250,2000
320,4/20/2022,8:35:00,57,Female,28,Electronics,4,300,159,1200
673,7/4/2022,10:14:00,18,Female,43,Clothing,3,500,270,1500
1269,1/1/2022,8:09:00,71,Male,25,Clothing,4,500,145,2000
1320,11/2/2022,11:55:00,102,Female,28,Electronics,4,300,84,1200
1673,6/14/2022,7:36:00,42,Female,43,Clothing,3,500,185,1500
142,4/8/2022,10:05:00,61,Male,35,Electronics,4,300,138,1200
223,1/15/2022,11:18:00,61,Female,64,Clothing,1,25,12,25
666,3/3/2022,10:59:00,49,Male,51,Electronics,3,50,16,150
1142,11/9/2022,9:49:00,2,Male,35,Electronics,4,300,114,1200
1223,2/20/2022,7:40:00,106,Female,64,Clothing,1,25,9.75,25
1666,12/8/2022,10:10:00,125,Male,51,Electronics,3,50,21,150
107,10/6/2022,9:18:00,75,Female,21,Clothing,4,300,78,1200
933,9/19/2022,7:53:00,81,Male,22,Beauty,1,30,12.9,30
1107,12/31/2022,11:14:00,62,Female,21,Clothing,4,300,102,1200
1933,1/12/2022,11:04:00,121,Male,22,Beauty,1,30,14.4,30
237,4/11/2022,8:54:00,105,Female,50,Beauty,2,500,165,1000
335,2/2/2022,9:23:00,2,Female,47,Beauty,4,30,10.8,120
1237,2/23/2022,9:20:00,48,Female,50,Beauty,2,500,215,1000
1335,5/27/2022,8:45:00,117,Female,47,Beauty,4,30,8.7,120
63,2/3/2022,11:49:00,127,Male,57,Electronics,2,25,6.25,50
195,8/14/2022,11:51:00,10,Male,52,Clothing,1,30,9.3,30
333,10/6/2022,8:15:00,21,Female,54,Electronics,4,300,99,1200
379,6/1/2022,7:28:00,76,Female,47,Clothing,1,25,8.5,25
490,1/27/2022,6:07:00,43,Male,34,Clothing,3,50,18.5,150
530,5/1/2022,7:52:00,8,Female,18,Electronics,4,30,9,120
740,12/1/2022,6:58:00,33,Female,25,Beauty,4,50,13,200
793,5/27/2022,10:53:00,1,Male,54,Beauty,1,30,14.7,30
1063,8/4/2022,10:26:00,56,Male,57,Electronics,2,25,11,50
1195,9/21/2022,7:07:00,55,Male,52,Clothing,1,30,12,30
1333,11/1/2022,11:38:00,151,Female,54,Electronics,4,300,165,1200
1379,1/2/2022,6:23:00,69,Female,47,Clothing,1,25,7.25,25
1490,10/26/2022,7:15:00,155,Male,34,Clothing,3,50,17,150
1530,12/10/2022,8:17:00,93,Female,18,Electronics,4,30,12.3,120
1740,7/16/2022,6:01:00,66,Female,25,Beauty,4,50,27,200
1793,12/11/2022,6:05:00,88,Male,54,Beauty,1,30,10.8,30
85,9/3/2022,8:05:00,68,Male,31,Clothing,3,50,19,150
232,8/12/2022,7:14:00,150,Female,43,Beauty,1,25,12.75,25
240,11/5/2022,11:49:00,95,Female,23,Beauty,1,300,123,300
993,9/7/2022,9:21:00,134,Female,48,Electronics,3,50,17,150
1085,8/12/2022,9:29:00,76,Male,31,Clothing,3,50,17,150
1232,5/23/2022,8:05:00,146,Female,43,Beauty,1,25,6.25,25
1240,8/7/2022,7:42:00,144,Female,23,Beauty,1,300,90,300
1993,12/29/2022,11:53:00,123,Female,48,Electronics,3,50,26.5,150
366,10/29/2022,9:32:00,116,Male,57,Clothing,2,50,17.5,100
372,6/19/2022,11:45:00,27,Female,24,Beauty,3,500,140,1500
596,2/12/2022,8:44:00,87,Female,64,Electronics,1,300,93,300
936,1/5/2022,10:51:00,143,Male,57,Beauty,4,50,19.5,200
1366,1/1/2022,11:34:00,25,Male,57,Clothing,2,50,23.5,100
1372,3/18/2022,10:53:00,60,Female,24,Beauty,3,500,145,1500
1596,3/28/2022,6:22:00,7,Female,64,Electronics,1,300,141,300
1936,6/19/2022,11:32:00,60,Male,57,Beauty,4,50,12.5,200
284,11/12/2022,9:17:00,129,Male,43,Clothing,4,50,20.5,200
434,10/26/2022,6:09:00,50,Female,43,Electronics,2,25,8.25,50
775,5/6/2022,11:07:00,98,Female,46,Electronics,4,25,9.5,100
977,7/26/2022,8:35:00,46,Female,35,Electronics,3,25,13.75,75
1284,12/16/2022,11:43:00,145,Male,43,Clothing,4,50,18,200
1434,2/4/2022,10:02:00,147,Female,43,Electronics,2,25,7,50
1775,12/18/2022,8:04:00,78,Female,46,Electronics,4,25,13.75,100
1977,8/5/2022,10:46:00,63,Female,35,Electronics,3,25,12,75
649,6/21/2022,8:17:00,44,Female,58,Clothing,2,300,135,600
1649,10/21/2022,7:44:00,72,Female,58,Clothing,2,300,75,600
54,10/20/2022,10:17:00,142,Female,38,Electronics,3,500,200,1500
68,12/15/2022,9:06:00,146,Male,25,Electronics,1,300,84,300
192,11/8/2022,8:05:00,134,Male,62,Beauty,2,50,13,100
1054,1/10/2022,9:24:00,49,Female,38,Electronics,3,500,140,1500
1068,9/14/2022,10:11:00,136,Male,25,Electronics,1,300,111,300
1192,3/29/2022,8:41:00,37,Male,62,Beauty,2,50,20.5,100
331,8/16/2022,8:33:00,28,Male,28,Electronics,3,30,10.2,90
346,9/5/2022,6:54:00,38,Male,59,Clothing,2,500,215,1000
657,1/29/2022,8:53:00,46,Male,40,Clothing,1,25,8,25
732,10/13/2022,8:45:00,136,Male,61,Electronics,2,500,250,1000
972,8/16/2022,11:42:00,139,Male,49,Beauty,4,25,6.75,100
1331,5/15/2022,9:29:00,36,Male,28,Electronics,3,30,13.8,90
1346,4/10/2022,10:01:00,112,Male,59,Clothing,2,500,130,1000
1657,8/9/2022,10:05:00,61,Male,40,Clothing,1,25,8,25
1732,2/25/2022,7:05:00,55,Male,61,Electronics,2,500,215,1000
1972,12/21/2022,6:39:00,5,Male,49,Beauty,4,25,9.25,100
714,10/29/2022,8:50:00,20,Female,18,Clothing,1,500,190,500
1714,11/23/2022,6:07:00,111,Female,18,Clothing,1,500,245,500
193,3/27/2022,10:40:00,55,Male,35,Beauty,3,500,180,1500
577,4/21/2022,11:55:00,45,Male,21,Beauty,4,500,215,2000
848,1/24/2022,10:46:00,15,Female,63,Clothing,3,25,9.75,75
945,10/1/2022,10:01:00,120,Male,30,Beauty,1,25,13.25,25
1193,5/11/2022,11:31:00,50,Male,35,Beauty,3,500,145,1500
1577,9/11/2022,6:22:00,145,Male,21,Beauty,4,500,160,2000
1848,12/27/2022,10:16:00,63,Female,63,Clothing,3,25,12.5,75
1945,4/19/2022,9:55:00,33,Male,30,Beauty,1,25,10.75,25
11,2/27/2022,10:30:00,151,Male,23,Clothing,2,50,23.5,100
821,11/23/2022,11:27:00,40,Male,49,Electronics,1,300,129,300
1011,4/1/2022,6:48:00,15,Male,23,Clothing,2,50,19,100
1821,10/3/2022,7:17:00,42,Male,49,Electronics,1,300,108,300
133,6/23/2022,9:01:00,70,Male,20,Electronics,3,300,87,900
1133,3/5/2022,6:42:00,58,Male,20,Electronics,3,300,159,900
16,6/25/2022,10:33:00,82,Male,19,Clothing,3,500,180,1500
42,12/8/2022,8:29:00,63,Male,22,Clothing,3,300,147,900
292,10/10/2022,6:33:00,111,Male,20,Beauty,4,300,141,1200
416,8/21/2022,9:29:00,55,Male,53,Electronics,4,500,245,2000
584,12/31/2022,10:21:00,106,Female,27,Beauty,4,50,16.5,200
861,9/30/2022,8:57:00,22,Female,41,Clothing,3,30,9.6,90
1016,12/12/2022,7:39:00,52,Male,19,Clothing,3,500,200,1500
1042,2/11/2022,6:21:00,7,Male,22,Clothing,3,300,150,900
1292,5/15/2022,8:20:00,88,Male,20,Beauty,4,300,90,1200
1416,12/29/2022,10:47:00,111,Male,53,Electronics,4,500,125,2000
1584,9/3/2022,11:07:00,62,Female,27,Beauty,4,50,16.5,200
1861,7/4/2022,10:41:00,145,Female,41,Clothing,3,30,10.2,90
256,1/9/2022,8:05:00,3,Male,23,Clothing,2,500,270,1000
1256,11/5/2022,9:58:00,29,Male,23,Clothing,2,500,190,1000
44,3/3/2022,11:07:00,93,Female,22,Clothing,1,25,11.75,25
257,12/10/2022,8:49:00,130,Male,19,Beauty,4,500,165,2000
1044,2/20/2022,9:08:00,70,Female,22,Clothing,1,25,7.5,25
1257,5/10/2022,11:55:00,29,Male,19,Beauty,4,500,255,2000
268,4/14/2022,8:26:00,93,Female,28,Electronics,1,30,8.7,30
287,8/26/2022,11:07:00,88,Male,54,Clothing,4,25,10,100
966,11/7/2022,7:22:00,119,Male,60,Electronics,2,500,190,1000
1268,6/9/2022,9:33:00,15,Female,28,Electronics,1,30,14.1,30
1287,9/13/2022,8:03:00,120,Male,54,Clothing,4,25,7,100
1966,7/20/2022,9:52:00,74,Male,60,Electronics,2,500,200,1000
70,12/27/2022,10:48:00,147,Female,43,Clothing,1,300,84,300
371,12/18/2022,10:01:00,32,Female,20,Beauty,1,25,13,25
900,11/10/2022,8:41:00,130,Male,21,Clothing,2,30,15.6,60
1070,7/14/2022,11:12:00,102,Female,43,Clothing,1,300,120,300
1371,5/6/2022,6:52:00,41,Female,20,Beauty,1,25,13.5,25
1900,1/21/2022,6:43:00,65,Male,21,Clothing,2,30,10.8,60
8,12/27/2022,11:19:00,148,Male,30,Electronics,4,25,11,100
41,10/11/2022,10:36:00,88,Male,34,Clothing,2,25,13.25,50
454,3/12/2022,7:20:00,13,Female,46,Beauty,1,25,13,25
780,7/6/2022,11:30:00,107,Male,52,Electronics,2,25,13.25,50
920,8/20/2022,10:25:00,99,Female,28,Beauty,3,25,6.75,75
1008,1/10/2022,8:51:00,116,Male,30,Electronics,4,25,13,100
1041,5/10/2022,7:27:00,74,Male,34,Clothing,2,25,11,50
1454,6/25/2022,11:18:00,22,Female,46,Beauty,1,25,6.75,25
1780,12/11/2022,10:00:00,32,Male,52,Electronics,2,25,10.5,50
1920,10/24/2022,8:33:00,23,Female,28,Beauty,3,25,9.25,75
396,12/15/2022,7:11:00,29,Female,55,Beauty,1,30,10.8,30
1396,6/7/2022,6:23:00,9,Female,55,Beauty,1,30,8.4,30
168,4/29/2022,9:20:00,138,Male,53,Clothing,1,300,102,300
400,3/8/2022,9:52:00,2,Male,53,Clothing,4,50,24,200
611,7/21/2022,8:13:00,11,Male,51,Beauty,3,500,180,1500
800,9/19/2022,7:33:00,111,Male,32,Clothing,4,300,87,1200
1168,7/10/2022,7:56:00,68,Male,53,Clothing,1,300,150,300
1400,9/12/2022,11:54:00,115,Male,53,Clothing,4,50,20,200
1611,11/17/2022,7:30:00,125,Male,51,Beauty,3,500,180,1500
1800,8/21/2022,10:53:00,1,Male,32,Clothing,4,300,111,1200
272,6/10/2022,11:57:00,112,Female,61,Electronics,2,50,27.5,100
473,9/25/2022,10:09:00,1,Male,64,Beauty,1,50,14.5,50
506,4/29/2022,7:13:00,9,Male,34,Beauty,3,500,200,1500
766,1/4/2022,8:02:00,128,Male,38,Electronics,3,300,165,900
1272,4/14/2022,11:59:00,66,Female,61,Electronics,2,50,17,100
1473,3/19/2022,9:06:00,30,Male,64,Beauty,1,50,13,50
1506,1/9/2022,7:31:00,52,Male,34,Beauty,3,500,245,1500
1766,11/22/2022,6:08:00,6,Male,38,Electronics,3,300,129,900
135,4/18/2022,7:22:00,104,Male,20,Clothing,2,25,13,50
1135,1/14/2022,8:16:00,124,Male,20,Clothing,2,25,12.5,50
2,6/24/2022,10:07:00,104,Female,26,Clothing,2,500,135,1000
158,1/21/2022,11:38:00,141,Female,44,Electronics,2,300,132,600
185,6/27/2022,9:48:00,57,Male,24,Clothing,1,25,7,25
433,7/29/2022,8:48:00,144,Male,29,Beauty,4,50,20,200
1002,3/2/2022,9:24:00,69,Female,26,Clothing,2,500,270,1000
1158,2/24/2022,9:29:00,77,Female,44,Electronics,2,300,138,600
1185,10/4/2022,10:28:00,153,Male,24,Clothing,1,25,10.25,25
1433,1/16/2022,11:41:00,113,Male,29,Beauty,4,50,15.5,200
152,6/16/2022,11:58:00,120,Male,43,Electronics,4,500,210,2000
753,7/6/2022,10:07:00,70,Female,32,Clothing,1,30,15.9,30
763,4/23/2022,9:43:00,58,Male,34,Clothing,2,25,11.5,50
932,10/8/2022,8:33:00,120,Female,45,Beauty,4,25,7.75,100
1152,12/26/2022,7:48:00,87,Male,43,Electronics,4,500,170,2000
1753,7/17/2022,7:40:00,28,Female,32,Clothing,1,30,10.5,30
1763,6/30/2022,11:37:00,93,Male,34,Clothing,2,25,13.5,50
1932,11/8/2022,7:07:00,96,Female,45,Beauty,4,25,6.25,100
399,12/7/2022,9:25:00,136,Female,64,Beauty,2,30,12.9,60
500,10/14/2022,6:11:00,120,Female,60,Beauty,4,25,11.5,100
514,11/4/2022,8:35:00,139,Female,18,Electronics,1,300,96,300
1399,1/28/2022,9:32:00,15,Female,64,Beauty,2,30,16.2,60
1500,4/20/2022,8:36:00,53,Female,60,Beauty,4,25,8.5,100
1514,7/12/2022,10:55:00,59,Female,18,Electronics,1,300,75,300
947,7/31/2022,7:09:00,4,Male,50,Beauty,1,300,129,300
1947,3/5/2022,6:27:00,134,Male,50,Beauty,1,300,75,300
220,5/7/2022,6:44:00,138,Male,64,Beauty,1,500,140,500
339,8/18/2022,10:27:00,33,Female,22,Electronics,2,25,10.25,50
785,10/19/2022,6:09:00,88,Female,31,Beauty,4,50,13,200
885,9/17/2022,10:10:00,121,Female,52,Clothing,4,30,14.4,120
888,12/1/2022,6:03:00,63,Female,52,Electronics,4,25,12.75,100
1220,6/29/2022,11:16:00,47,Male,64,Beauty,1,500,240,500
1339,11/10/2022,10:34:00,132,Female,22,Electronics,2,25,7.5,50
1785,2/20/2022,11:17:00,144,Female,31,Beauty,4,50,17,200
1885,11/9/2022,7:32:00,148,Female,52,Clothing,4,30,10.8,120
1888,6/14/2022,8:10:00,49,Female,52,Electronics,4,25,12.5,100
621,4/13/2022,9:55:00,138,Female,40,Beauty,2,500,275,1000
1621,9/22/2022,10:49:00,2,Female,40,Beauty,2,500,160,1000
52,9/19/2022,9:42:00,55,Female,36,Beauty,1,300,111,300
536,8/20/2022,6:25:00,17,Female,55,Beauty,4,30,8.7,120
1052,2/12/2022,6:12:00,94,Female,36,Beauty,1,300,120,300
1536,5/11/2022,7:23:00,14,Female,55,Beauty,4,30,13.5,120
197,4/3/2022,11:57:00,14,Female,42,Clothing,4,50,25.5,200
750,11/13/2022,7:33:00,69,Female,35,Clothing,3,25,8.75,75
910,8/21/2022,6:29:00,138,Female,20,Beauty,3,50,22.5,150
917,2/15/2022,11:50:00,120,Female,57,Electronics,4,50,16.5,200
1197,8/13/2022,10:07:00,77,Female,42,Clothing,4,50,19,200
1750,1/20/2022,10:10:00,138,Female,35,Clothing,3,25,7.25,75
1910,10/9/2022,6:22:00,141,Female,20,Beauty,3,50,18,150
1917,5/2/2022,7:17:00,52,Female,57,Electronics,4,50,24,200
198,5/21/2022,11:42:00,30,Female,54,Beauty,3,300,114,900
444,10/6/2022,7:06:00,51,Female,61,Clothing,3,30,15.9,90
547,11/14/2022,7:36:00,3,Male,63,Clothing,4,500,250,2000
705,9/30/2022,7:28:00,37,Male,60,Electronics,2,25,6.25,50
1198,8/7/2022,10:43:00,147,Female,54,Beauty,3,300,159,900
1444,4/29/2022,6:18:00,135,Female,61,Clothing,3,30,14.1,90
1547,8/11/2022,6:39:00,142,Male,63,Clothing,4,500,235,2000
1705,8/14/2022,8:32:00,94,Male,60,Electronics,2,25,8.75,50
423,7/18/2022,6:06:00,41,Female,27,Clothing,1,25,11.75,25
1423,6/15/2022,7:56:00,131,Female,27,Clothing,1,25,11,25
248,7/2/2022,7:11:00,5,Male,26,Clothing,3,300,126,900
360,9/9/2022,9:04:00,26,Male,42,Clothing,4,25,10.5,100
377,9/13/2022,8:30:00,141,Female,46,Clothing,4,50,18,200
1248,9/8/2022,8:20:00,68,Male,26,Clothing,3,300,111,900
1360,6/18/2022,9:31:00,93,Male,42,Clothing,4,25,6.25,100
1377,3/21/2022,7:52:00,71,Female,46,Clothing,4,50,14,200
397,10/26/2023,8:06:00,59,Female,30,Beauty,1,25,10.5,25
623,11/15/2023,10:00:00,39,Male,34,Clothing,3,50,26,150
1397,1/1/2023,11:05:00,6,Female,30,Beauty,1,25,11.75,25
1623,3/5/2023,6:14:00,76,Male,34,Clothing,3,50,22,150
717,11/30/2023,8:15:00,8,Male,57,Clothing,1,500,190,500
1717,1/12/2023,9:40:00,21,Male,57,Clothing,1,500,175,500
130,6/19/2023,6:21:00,114,Female,57,Clothing,1,500,125,500
658,10/30/2023,7:47:00,93,Male,59,Clothing,1,25,6.5,25
1130,2/20/2023,9:03:00,28,Female,57,Clothing,1,500,180,500
1658,4/10/2023,6:08:00,148,Male,59,Clothing,1,25,12.25,25
7,7/6/2023,6:24:00,38,Male,46,Clothing,2,25,13.25,50
119,9/1/2023,9:11:00,127,Female,60,Clothing,3,50,27.5,150
278,12/22/2023,11:42:00,71,Female,37,Clothing,4,25,13.5,100
